Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Ignore
1681819200000,30380.59,30485.0,30099.37,30184.86,16268.45181,1681833599999,493067878.31348170,271096,8077.95047000,244824638.25256100,0
1681833600000,30184.85,30274.21,29945.58,30221.52,9976.92726,1681847999999,300807760.34950680,199513,4979.91429000,150153420.97957870,0
1681848000000,30221.53,30450.0,30150.0,30380.01,6475.01052,1681862399999,196409747.03380180,137650,3349.71924000,101611317.43288530,0
1681862400000,30380.01,30413.53,30126.0,30211.23,5329.7858,1681876799999,161294807.50107460,134009,2485.48493000,75223763.77848600,0
1681876800000,30211.23,30325.51,29980.0,30077.76,7472.46844,1681891199999,225238964.24098990,167567,3570.76860000,107633406.80991610,0
1681891200000,30077.76,30077.76,29000.0,29310.65,32617.02212,1681905599999,955965963.60030970,637314,16000.10932000,468916757.94383520,0
1681905600000,29310.64,29500.0,29100.0,29260.44,12985.95001,1681919999999,380544354.75641690,236991,6566.81964000,192466980.22572940,0
1681920000000,29260.43,29370.0,29080.0,29227.07,8902.9979,1681934399999,260631800.32652110,177280,4324.85949000,126620991.72525220,0
1681934400000,29227.06,29315.61,28520.0,28797.1,19267.26229,1681948799999,557607997.87813480,346730,8519.74674000,246694366.71787700,0
1681948800000,28797.1,29000.0,28549.0,28862.52,11329.84169,1681963199999,326620209.32614280,224563,5495.42866000,158421152.63360150,0
1681963200000,28862.51,29088.3,28818.8,28869.66,7669.56391,1681977599999,221809417.67031760,162152,3806.36532000,110087921.70275330,0
1681977600000,28869.66,28951.0,28590.0,28607.13,8737.40051,1681991999999,251581174.62133900,165734,4074.58395000,117342662.66976110,0
1681992000000,28607.12,28978.69,28334.0,28506.69,18458.73713,1682006399999,530036065.22855140,309015,8643.75603000,248251173.88181190,0
1682006400000,28506.7,28658.81,28010.0,28104.38,21464.77891,1682020799999,608629392.87972350,393946,10070.55397000,285569507.29844150,0
1682020800000,28104.38,28365.5,28012.0,28243.65,9218.77157,1682035199999,260177771.69867180,179232,4828.89792000,136277347.58613030,0
1682035200000,28243.65,28374.02,28090.0,28321.41,7136.4826,1682049599999,201553849.17813160,146572,3596.02828000,101572395.19477280,0
1682049600000,28321.42,28348.0,27815.89,28155.03,14964.65602,1682063999999,419658811.05622070,244644,7302.98684000,204753143.61630220,0
1682064000000,28155.02,28237.3,27919.69,28066.21,9486.35341,1682078399999,266158444.96509020,183796,4575.31887000,128372266.40202890,0
1682078400000,28066.22,28308.45,27962.65,28040.7,14095.50499,1682092799999,396431598.93111650,247347,7376.98240000,207479866.97017940,0
1682092800000,28040.7,28090.54,27184.54,27279.91,20779.11295,1682107199999,574597597.12305830,412721,9774.68132000,270265294.44247360,0
1682107200000,27279.9,27409.62,27125.0,27262.84,11222.65793,1682121599999,306267310.68184330,228548,5793.13841000,158097609.85003520,0
1682121600000,27262.84,27367.77,27140.35,27322.16,5410.17958,1682135999999,147509369.15855130,121374,2892.47049000,78871612.09789840,0
1682136000000,27322.15,27397.63,27225.0,27277.76,4190.23201,1682150399999,114489942.38613860,140387,2063.26677000,56374622.48360830,0
1682150400000,27277.75,27324.58,27184.24,27286.65,4851.36968,1682164799999,132179478.34493060,118674,2380.64826000,64863152.38822910,0
1682164800000,27286.65,27562.17,27231.0,27488.93,6866.08949,1682179199999,188076661.14499330,153586,3772.48024000,103336156.86401630,0
1682179200000,27488.93,27804.38,27484.63,27622.61,8389.52746,1682193599999,231844174.31778740,181715,4292.97721000,118643606.35212840,0
